hourly.dewpoint_2m,hourly.apparent_temperature,hourly.precipitation,hourly.time,hourly.freezinglevel_height,hourly.snow_height,hourly.relativehumidity_2m,hourly.temperature_2m,hourly.pressure_msl,hourly.weathercode,generationtime_ms,longitude,hourly_units.snow_height,hourly_units.freezinglevel_height,hourly_units.apparent_temperature,hourly_units.pressure_msl,hourly_units.time,hourly_units.temperature_2m,hourly_units.precipitation,hourly_units.dewpoint_2m,hourly_units.relativehumidity_2m,hourly_units.weathercode,elevation,latitude,utc_offset_seconds
5.1,5.6,0,2021-11-27T02:00,1915,0,85,7.5,1017.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.8,5.5,0,2021-11-27T03:00,1885,0,84,7.3,1017.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.5,5.3,0,2021-11-27T04:00,1915,0,83,7.2,1017.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.2,5.1,0,2021-11-27T05:00,1970,0,82,7,1016.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.8,5.2,0,2021-11-27T06:00,1988,0,79,7.2,1017.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.9,5.6,0,2021-11-27T07:00,1905,0,76,7.9,1017.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4,6.3,0,2021-11-27T08:00,1773,0,72,8.9,1018.2,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.2,7.2,0,2021-11-27T09:00,1628,0,66,10.2,1018.2,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.3,7.9,0.01,2021-11-27T10:00,1589,0,63,11,1018.2,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.3,8.6,0.01,2021-11-27T11:00,1581,0,61,11.7,1017.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.2,9.3,0.01,2021-11-27T12:00,1561,0,57,12.5,1017.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.7,9.6,0.02,2021-11-27T13:00,1509,0,54,12.9,1017.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.1,9.7,0.02,2021-11-27T14:00,1445,0,51,13.1,1017.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.5,9.7,0.02,2021-11-27T15:00,1381,0,48,13.3,1017.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.1,6.8,0,2021-11-27T16:00,1543,0,29,12.4,1022.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-0.4,5.7,0,2021-11-27T17:00,1532,0,33,11.1,1023.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-0.9,4.5,0,2021-11-27T18:00,1523,0,37,9.6,1024.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.1,4.1,0,2021-11-27T19:00,1517,0,38,9,1025.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.2,3.9,0,2021-11-27T20:00,1514,0,39,8.6,1025.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.4,3.6,0,2021-11-27T21:00,1520,0,40,8.1,1026.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.5,3.4,0,2021-11-27T22:00,1540,0,41,7.7,1026.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.7,3.2,0,2021-11-27T23:00,1569,0,43,7.4,1026.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-2,3,0,2021-11-28T00:00,1586,0,45,6.9,1027.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-2.4,2.8,0,2021-11-28T01:00,1565,0,47,6.6,1027.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-2.9,2.6,0,2021-11-28T02:00,1526,0,49,6.3,1027.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-3.4,2.3,0,2021-11-28T03:00,1479,0,50,6,1027.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-3.6,2,0,2021-11-28T04:00,1461,0,51,5.6,1027.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-3.7,1.6,0,2021-11-28T05:00,1451,0,52,5.2,1028.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-3.9,1.7,0,2021-11-28T06:00,1432,0,52,5.1,1028.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-4.1,2.5,0,2021-11-28T07:00,1406,0,50,5.8,1029.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-4.4,3.8,0,2021-11-28T08:00,1376,0,48,6.9,1030.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-4.5,5.5,0,2021-11-28T09:00,1338,0,45,8.7,1030.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-4.1,6.9,0,2021-11-28T10:00,1312,0,42,10.3,1030.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-3.4,8.3,0,2021-11-28T11:00,1287,0,40,12.2,1029.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-2.6,9.8,0,2021-11-28T12:00,1263,0,37,14,1028.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-2.2,10.1,0,2021-11-28T13:00,1256,0,35,14.4,1028.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.9,10,0,2021-11-28T14:00,1256,0,35,14.3,1028.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1.5,9.7,0,2021-11-28T15:00,1266,0,36,13.7,1028.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-1,9.3,0,2021-11-28T16:00,1287,0,40,12.9,1029.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-0.5,8.6,0,2021-11-28T17:00,1316,0,47,11.6,1029.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.1,7.7,0,2021-11-28T18:00,1334,0,55,10.1,1030.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.4,6.9,0,2021-11-28T19:00,1312,0,59,9.2,1031.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.6,6.1,0,2021-11-28T20:00,1273,0,63,8.4,1031.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.7,5.4,0,2021-11-28T21:00,1230,0,67,7.7,1031.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.5,5.3,0,2021-11-28T22:00,1222,0,68,7.5,1031.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.2,5.5,0,2021-11-28T23:00,1224,0,68,7.6,1031.7,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
