hourly.dewpoint_2m,hourly.apparent_temperature,hourly.precipitation,hourly.time,hourly.freezinglevel_height,hourly.snow_height,hourly.relativehumidity_2m,hourly.temperature_2m,hourly.pressure_msl,hourly.weathercode,generationtime_ms,longitude,hourly_units.snow_height,hourly_units.freezinglevel_height,hourly_units.apparent_temperature,hourly_units.pressure_msl,hourly_units.time,hourly_units.temperature_2m,hourly_units.precipitation,hourly_units.dewpoint_2m,hourly_units.relativehumidity_2m,hourly_units.weathercode,elevation,latitude,utc_offset_seconds
8,7.9,0.38,2021-11-22T06:00,1965,0,86,10.2,1011.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
7.1,7.3,0.56,2021-11-22T07:00,1946,0,85,9.5,1011.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
6.9,7.1,0.47,2021-11-22T08:00,1883,0,86,9.1,1011.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
6.6,7,0.17,2021-11-22T09:00,1913,0,84,9.1,1011.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
6,7.4,0,2021-11-22T10:00,1665,0,78,9.7,1011.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
5.5,7.7,0,2021-11-22T11:00,1547,0,72,10.3,1011,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
4.9,7.8,0,2021-11-22T12:00,1465,0,67,10.8,1010,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
4.3,8.2,0,2021-11-22T13:00,1275,0,62,11.3,1009.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
3.9,8.2,0,2021-11-22T14:00,1162,0,60,11.3,1009,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.8,7.7,0,2021-11-22T15:00,1138,0,56,11.1,1009.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
0.7,5.9,0,2021-11-22T16:00,1050,0,52,10.1,1009.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.5,3.2,0,2021-11-22T17:00,857,0,46,8.4,1011,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.6,0.6,0,2021-11-22T18:00,644,0,46,6.3,1012,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.7,-0.2,0,2021-11-22T19:00,547,0,46,5.1,1013,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.6,-0.7,0,2021-11-22T20:00,498,0,48,4.3,1013.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-1.2,0,2021-11-22T21:00,437,0,49,3.9,1013.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.7,-1.8,0,2021-11-22T22:00,370,0,48,3.4,1013,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.5,-2.3,0,2021-11-22T23:00,306,0,50,2.9,1013,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-2.6,0,2021-11-23T00:00,254,0,54,2.5,1013,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.5,-3,0,2021-11-23T01:00,215,0,57,2.1,1013,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.2,-3.2,0,2021-11-23T02:00,181,0,60,1.8,1013.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5,-3.5,0,2021-11-23T03:00,141,0,63,1.4,1013.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.8,-3.6,0,2021-11-23T04:00,115,0,65,1.1,1013.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.6,-3.6,0,2021-11-23T05:00,107,0,66,1,1014.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.4,-3.5,0,2021-11-23T06:00,101,0,68,0.9,1015,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.2,-3.6,0,2021-11-23T07:00,90,0,69,0.8,1015.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.3,-3.5,0,2021-11-23T08:00,91,0,67,1.1,1016.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.7,-2.7,0,2021-11-23T09:00,147,0,61,2.1,1016.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.1,-1.7,0,2021-11-23T10:00,242,0,54,3.3,1017.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.8,-0.8,0,2021-11-23T11:00,335,0,47,4.5,1017.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.9,-0.4,0,2021-11-23T12:00,405,0,41,5.3,1016.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.5,0.2,0,2021-11-23T13:00,478,0,38,5.9,1016.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8.1,0.4,0,2021-11-23T14:00,533,0,35,6.3,1016.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8,0.1,0,2021-11-23T15:00,541,0,36,6,1017.1,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.9,-0.3,0,2021-11-23T16:00,530,0,38,5.4,1018.1,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.7,-0.9,0,2021-11-23T17:00,485,0,41,4.5,1019.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.3,-1.3,0,2021-11-23T18:00,428,0,44,3.8,1020.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.9,-1.8,0,2021-11-23T19:00,366,0,48,3.1,1021.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.3,-2.2,0,2021-11-23T20:00,307,0,52,2.5,1021.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6,-2.6,0,2021-11-23T21:00,251,0,55,2,1022.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-2.9,0,2021-11-23T22:00,198,0,58,1.5,1022.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.8,-3.2,0,2021-11-23T23:00,154,0,60,1.2,1023.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-3.5,0,2021-11-24T00:00,116,0,60,0.9,1023.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.1,-3.6,0,2021-11-24T01:00,89,0,60,0.8,1023.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.8,-3.6,0,2021-11-24T02:00,76,0,62,0.7,1024.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.3,-3.5,0,2021-11-24T03:00,70,0,65,0.6,1024.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.8,-3.3,0,2021-11-24T04:00,75,0,67,0.6,1025.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.5,-3.3,0,2021-11-24T05:00,78,0,69,0.6,1025.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.2,-3,0,2021-11-24T06:00,82,0,70,0.6,1026.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-3.8,-3,0,2021-11-24T07:00,89,0,72,0.6,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-3.6,-2.7,0,2021-11-24T08:00,99,0,72,0.9,1028.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4,-2.1,0,2021-11-24T09:00,145,0,66,1.7,1028.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.4,-1.2,0,2021-11-24T10:00,211,0,60,2.7,1028.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.4,-0.1,0,2021-11-24T11:00,299,0,55,3.9,1028.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.2,1,0,2021-11-24T12:00,407,0,51,5,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-3.8,2.1,0,2021-11-24T13:00,517,0,49,6.1,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-3.9,2.9,0,2021-11-24T14:00,611,0,46,6.8,1026.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4,3.1,0,2021-11-24T15:00,1832,0,45,7.1,1026.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.4,2.8,0,2021-11-24T16:00,2043,0,44,6.9,1026.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.1,2.3,0,2021-11-24T17:00,2644,0,48,6.2,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-3.2,1.8,0,2021-11-24T18:00,2886,0,53,5.5,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.4,1.4,0,2021-11-24T19:00,2968,0,59,5,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2,1,0,2021-11-24T20:00,2988,0,62,4.5,1027.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2,0.7,0,2021-11-24T21:00,2998,0,64,4.2,1026.6,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2,0.4,0,2021-11-24T22:00,2940,0,65,4,1026.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2,0.1,0,2021-11-24T23:00,2854,0,66,3.8,1025.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.1,0,0,2021-11-25T00:00,2938,0,66,3.6,1025.6,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.2,-0.2,0,2021-11-25T01:00,3006,0,66,3.5,1025.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.1,-0.2,0,2021-11-25T02:00,2990,0,67,3.4,1025.1,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.1,-0.1,0,2021-11-25T03:00,2964,0,67,3.5,1024.1,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.3,-0.3,0,2021-11-25T04:00,2920,0,66,3.5,1023.6,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.1,-0.3,0,2021-11-25T05:00,3016,0,67,3.5,1022.6,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2,-0.4,0,2021-11-25T06:00,3114,0,68,3.3,1022.1,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.8,-0.3,0,2021-11-25T07:00,3158,0,69,3.3,1022.1,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.8,0.3,0,2021-11-25T08:00,3134,0,66,4,1022.1,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.8,1.2,0,2021-11-25T09:00,3068,0,62,5,1021.6,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.8,2.6,0,2021-11-25T10:00,2996,0,56,6.4,1021.1,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.9,3.6,0,2021-11-25T11:00,2984,0,52,7.4,1020.1,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2,4.7,0,2021-11-25T12:00,2990,0,48,8.5,1018.6,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.9,5.9,0,2021-11-25T13:00,3006,0,45,9.6,1017.1,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-1.3,6.4,0.01,2021-11-25T14:00,3030,0,45,10,1016.6,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-0.5,6.6,0.01,2021-11-25T15:00,3064,0,48,10.1,1016.6,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
0.6,6.7,0.01,2021-11-25T16:00,3082,0,52,9.9,1016.1,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
1.3,6.5,0,2021-11-25T17:00,3066,0,57,9.6,1015.6,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2,6.1,0,2021-11-25T18:00,3030,0,62,9,1015,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.6,5.6,0,2021-11-25T19:00,2946,0,67,8.3,1014,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.6,5.3,0,2021-11-25T20:00,2846,0,68,8,1013.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.3,5.1,0,2021-11-25T21:00,2718,0,68,7.9,1012.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.1,4.8,0,2021-11-25T22:00,2534,0,68,7.7,1011,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.2,4.6,0.02,2021-11-25T23:00,2390,0,68,7.6,1010.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.3,4.5,0.02,2021-11-26T00:00,2238,0,69,7.6,1009.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.6,4.3,0.02,2021-11-26T01:00,2058,0,72,7.4,1008.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
3.1,4.2,0.7,2021-11-26T02:00,1974,0,76,7.1,1008,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
3.8,4.2,0.7,2021-11-26T03:00,1913,0,82,6.7,1007,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
4.5,4,0.7,2021-11-26T04:00,1775,0,88,6.3,1006,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
4.9,3.9,0.49,2021-11-26T05:00,1567,0,91,6.2,1005.5,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
5.1,3.8,0.49,2021-11-26T06:00,1308,0,92,6.2,1005,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
4.9,3.7,0.49,2021-11-26T07:00,1013,0,90,6.3,1005,61,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
4,3.6,0.26,2021-11-26T08:00,881,0,84,6.6,1005,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
2.8,3.3,0.26,2021-11-26T09:00,793,0,76,6.9,1005,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
1,2.6,0.26,2021-11-26T10:00,710,0,65,7.2,1005,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-0.5,2.4,0.01,2021-11-26T11:00,674,0,58,7.3,1004.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-2.2,2.2,0.01,2021-11-26T12:00,661,0,51,7.5,1003.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4,1.8,0.01,2021-11-26T13:00,636,0,45,7.3,1003,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.7,1.1,0,2021-11-26T14:00,597,0,43,6.8,1002.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.1,0.2,0,2021-11-26T15:00,549,0,44,6,1002.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.7,-1,0,2021-11-26T16:00,473,0,46,4.9,1002.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.4,-2,0,2021-11-26T17:00,399,0,46,4.1,1003,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.2,-3,0,2021-11-26T18:00,315,0,46,3.3,1004,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8.1,-4.1,0,2021-11-26T19:00,213,0,46,2.2,1004.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8.5,-4.7,0,2021-11-26T20:00,152,0,47,1.6,1004.5,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8.8,-5.2,0,2021-11-26T21:00,98,0,48,1.1,1004.5,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-9.1,-5.8,0,2021-11-26T22:00,45,0,49,0.5,1004.5,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-9.2,-6.1,0,2021-11-26T23:00,24,0,49,0.2,1004,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-9.1,-6.4,0,2021-11-27T00:00,17,0,50,0,1004,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-9.1,-6.7,0,2021-11-27T01:00,12,0,51,-0.2,1003.5,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.7,-6,0,2021-11-27T02:00,60,0,52,0.1,1009,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-6.1,0,2021-11-27T03:00,35,0,52,-0.1,1009,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-6.2,0,2021-11-27T04:00,12,0,53,-0.4,1009.5,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.5,-6.3,0,2021-11-27T05:00,6,0,55,-0.5,1010,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5,-6.4,0,2021-11-27T06:00,6,0,57,-0.7,1010,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.5,-6.3,0,2021-11-27T07:00,12,0,59,-0.7,1010.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.6,-6,0,2021-11-27T08:00,17,0,60,-0.4,1011,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.9,-5.4,0,2021-11-27T09:00,24,0,59,0.2,1011.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.6,-4.6,0,2021-11-27T10:00,55,0,57,1.1,1011.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.4,-3.9,0,2021-11-27T11:00,112,0,52,1.9,1011,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.4,-3,0,2021-11-27T12:00,186,0,45,3,1010.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8.3,-2.3,0,2021-11-27T13:00,265,0,39,3.9,1010,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-8.2,-2.2,0,2021-11-27T14:00,290,0,37,4.1,1009.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.7,-2.2,0,2021-11-27T15:00,298,0,38,4,1010,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.9,-2.4,0,2021-11-27T16:00,294,0,41,3.6,1010,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.3,-2.4,0,2021-11-27T17:00,282,0,45,3.1,1010.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.7,-2.5,0,2021-11-27T18:00,261,0,50,2.5,1011,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5,-2.6,0,2021-11-27T19:00,224,0,57,1.8,1011.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.8,-2.8,0,2021-11-27T20:00,188,0,60,1.5,1012,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.6,-2.9,0,2021-11-27T21:00,146,0,62,1.3,1012,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.5,-3,0,2021-11-27T22:00,94,0,65,1,1012.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.4,-3.1,0,2021-11-27T23:00,63,0,67,0.9,1012.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.3,-3,0,2021-11-28T00:00,37,0,68,0.8,1012.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.4,-3.1,0,2021-11-28T01:00,12,0,70,0.7,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-4.7,-3.3,0,2021-11-28T02:00,6,0,70,0.5,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
